@relation cloneEval

@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute cloneEval {refactored, unrefactored}

@data
4,true,false,0.5714285714285714,8,77,true,3,0.0,0.0,false,true,true,false,false,8,1.0,0.025087992142097077,0.011235955056179775,1.6370631087828436E-4,0.0,0.011950560694114758,0.003928951461078824,1.6370631087828436E-4,0.024924285831218793,0.0,1.6370631087828436E-4,0.0,refactored
4,true,false,0.5714285714285714,8,73,true,3,0.0,0.0,false,true,true,false,false,7,1.0,0.025087992142097077,0.011235955056179775,1.6370631087828436E-4,0.0,0.011950560694114758,0.003928951461078824,1.6370631087828436E-4,0.024924285831218793,0.0,1.6370631087828436E-4,0.0,refactored
4,true,false,1.0,14,132,true,7,0.0,0.0,false,true,true,false,false,3,1.0,0.025087992142097077,0.011235955056179775,1.6370631087828436E-4,0.0,0.011950560694114758,0.003928951461078824,1.6370631087828436E-4,0.024924285831218793,0.0,1.6370631087828436E-4,0.0,refactored
4,true,false,1.0,14,125,true,7,0.0,0.0,false,true,true,false,false,3,1.0,0.025087992142097077,0.011235955056179775,1.6370631087828436E-4,0.0,0.011950560694114758,0.003928951461078824,1.6370631087828436E-4,0.024924285831218793,0.0,1.6370631087828436E-4,0.0,refactored
4,true,false,1.0,14,120,true,7,0.0,0.0,false,true,true,false,false,3,1.0,0.025087992142097077,0.011235955056179775,1.6370631087828436E-4,0.0,0.011950560694114758,0.003928951461078824,1.6370631087828436E-4,0.024924285831218793,0.0,1.6370631087828436E-4,0.0,refactored
4,true,false,1.0,14,111,true,7,0.0,0.0,false,true,true,false,false,3,1.0,0.025087992142097077,0.011235955056179775,1.6370631087828436E-4,0.0,0.011950560694114758,0.003928951461078824,1.6370631087828436E-4,0.024924285831218793,0.0,1.6370631087828436E-4,0.0,refactored
4,true,false,1.0,14,118,true,7,0.0,0.0,false,true,true,false,false,3,1.0,0.025087992142097077,0.011235955056179775,1.6370631087828436E-4,0.0,0.011950560694114758,0.003928951461078824,1.6370631087828436E-4,0.024924285831218793,0.0,1.6370631087828436E-4,0.0,refactored
2,true,false,0.9166666666666666,11,115,true,2,0.2,0.0,false,true,true,false,false,4,1.0,0.0792747810428092,0.0056179775280898875,0.0011459441761479906,1.6370631087828436E-4,0.04035360563149709,0.011009249406564623,0.0011459441761479906,0.07812883686666121,0.0,0.0011459441761479906,0.0,refactored
4,true,false,0.9615384615384616,25,241,true,10,0.0,0.0,false,true,true,false,false,2,1.0,0.10002455594663175,0.016853932584269662,1.6370631087828436E-4,8.185315543914218E-5,0.041499549807645086,0.011909634116395187,1.6370631087828436E-4,0.09986084963575345,0.0,1.6370631087828436E-4,0.0,refactored
63,false,false,1.0,16,129,true,5,0.14285714285714285,0.0,false,false,false,false,false,3,1.0,0.04653351886715233,0.0056179775280898875,2.0463288859785546E-4,8.185315543914218E-5,0.026725055250879922,0.005934353769337808,4.092657771957109E-5,0.04510108864696734,0.0012687239093067037,8.185315543914218E-5,4.092657771957109E-5,refactored
6,true,false,0.9523809523809523,20,180,true,6,0.0625,0.0,false,true,true,false,false,5,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,3.683391994761398E-4,0.042686420561512645,0.00822624212163379,5.729720880739953E-4,0.09945158385855775,0.0,5.729720880739953E-4,0.0,refactored
13,true,false,1.0,23,126,true,10,0.0,0.0,false,true,true,false,false,3,1.0,0.10002455594663175,0.02247191011235955,0.0010231644429892772,4.91118932634853E-4,0.04338217238274535,0.00789882949987722,0.0010231644429892772,0.09900139150364247,0.0,0.0010231644429892772,0.0,refactored
8,true,false,1.0,18,182,true,4,0.13333333333333333,0.0,false,true,true,false,false,0,1.0,0.10002455594663175,0.0056179775280898875,2.8648604403699765E-4,4.092657771957109E-5,0.03728411230252926,0.005934353769337808,2.8648604403699765E-4,0.09973806990259475,0.0,2.8648604403699765E-4,0.0,refactored
8,true,true,0.5,9,98,true,3,0.2222222222222222,0.0,true,true,true,false,false,3,1.0,0.10002455594663175,0.0056179775280898875,2.8648604403699765E-4,4.092657771957109E-5,0.03728411230252926,0.005934353769337808,2.8648604403699765E-4,0.09973806990259475,0.0,2.8648604403699765E-4,0.0,refactored
17,true,true,0.6296296296296297,51,304,true,14,0.12121212121212122,0.0,true,true,true,false,false,15,1.0,0.10002455594663175,0.028089887640449437,0.0013096504870262749,5.320455103544242E-4,0.03703855283621184,0.007612343455840223,0.0013096504870262749,0.09871490545960547,0.0,0.0013096504870262749,0.0,refactored
3,true,true,0.5714285714285714,12,99,true,4,0.0,0.0,true,true,true,false,false,6,1.0,0.10002455594663175,0.03932584269662921,9.00384709830564E-4,3.683391994761398E-4,0.026397642629123353,0.005975280347057379,9.00384709830564E-4,0.09912417123680117,0.0,9.00384709830564E-4,0.0,refactored
2,true,false,1.0,33,262,true,4,0.47368421052631576,0.05263157894736842,false,true,true,false,false,4,1.0,0.10002455594663175,0.011235955056179775,2.455594663174265E-4,4.092657771957109E-5,0.025660964230171075,0.0052386019481050995,2.455594663174265E-4,0.09977899648031431,0.0,2.455594663174265E-4,0.0,refactored
0,true,true,0.27941176470588236,19,130,true,7,0.125,0.0,true,true,true,true,false,4,1.0,0.10002455594663175,0.056179775280898875,0.0017598428419415568,2.455594663174265E-4,0.024515020054023083,0.005197675370385528,0.0017598428419415568,0.09826471310469019,0.0,0.0017598428419415568,0.0,refactored
0,true,false,0.20588235294117646,14,97,true,4,0.18181818181818182,0.0,false,true,true,true,false,4,1.0,0.10002455594663175,0.056179775280898875,0.0017598428419415568,2.455594663174265E-4,0.024515020054023083,0.005197675370385528,0.0017598428419415568,0.09826471310469019,0.0,0.0017598428419415568,0.0,refactored
0,true,false,1.0,14,79,true,7,0.0,0.0,false,false,false,false,false,2,1.0,0.011705001227797331,0.0,0.0,0.0,0.0039698780387983955,6.548252435131374E-4,0.0,0.011705001227797331,0.0,0.0,0.0,refactored
0,true,false,1.0,14,79,true,7,0.0,0.0,false,false,false,false,false,2,1.0,0.011705001227797331,0.0,0.0,0.0,0.0039698780387983955,6.548252435131374E-4,0.0,0.011705001227797331,0.0,0.0,0.0,refactored
3,true,false,1.0,13,89,true,6,0.0,0.0,false,true,true,false,false,2,1.0,0.10002455594663175,0.033707865168539325,5.729720880739953E-4,1.2277973315871326E-4,0.026847834984038636,0.006998444790046656,5.729720880739953E-4,0.09945158385855775,0.0,5.729720880739953E-4,0.0,refactored
3,true,true,0.6923076923076923,9,59,true,5,0.0,0.0,true,true,true,false,false,3,1.0,0.10002455594663175,0.033707865168539325,5.729720880739953E-4,1.2277973315871326E-4,0.026847834984038636,0.006998444790046656,5.729720880739953E-4,0.09945158385855775,0.0,5.729720880739953E-4,0.0,refactored
174,true,false,0.5925925925925926,16,98,true,4,0.14285714285714285,0.0,false,true,true,false,false,4,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,1.2277973315871326E-4,0.02291888352295981,0.007325857411803225,5.729720880739953E-4,0.09945158385855775,0.0,0.0,0.0,refactored
4,true,false,0.9523809523809523,20,165,true,7,0.1111111111111111,0.0,false,true,true,false,false,3,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,1.2277973315871326E-4,0.02291888352295981,0.007325857411803225,5.729720880739953E-4,0.09945158385855775,0.0,5.729720880739953E-4,0.0,refactored
225,true,true,0.40625,13,110,true,2,0.2,0.0,true,true,true,false,false,5,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,1.2277973315871326E-4,0.02291888352295981,0.007325857411803225,5.729720880739953E-4,0.09945158385855775,0.0,0.0,0.0,refactored
225,true,false,0.5714285714285714,12,102,true,4,0.16666666666666666,0.0,false,true,true,false,false,5,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,1.2277973315871326E-4,0.02291888352295981,0.007325857411803225,5.729720880739953E-4,0.09945158385855775,0.0,0.0,0.0,refactored
2,true,false,1.0,13,109,true,2,0.125,0.0,false,true,true,false,false,-1,1.0,0.003233199639846116,0.0,0.0,0.0,0.0015961365310632725,3.683391994761398E-4,0.0,0.003233199639846116,0.0,0.0,0.0,refactored
14,true,true,0.3,18,89,true,5,0.21428571428571427,0.0,true,true,true,false,false,3,1.0,0.0033559793730048295,0.011235955056179775,8.185315543914218E-5,4.092657771957109E-5,9.82237865269706E-4,3.683391994761398E-4,8.185315543914218E-5,0.0032741262175656873,0.0,8.185315543914218E-5,0.0,refactored
10,true,true,0.26,13,84,true,4,0.08333333333333333,0.0,true,true,true,false,false,9,1.0,0.06179913235655234,0.0,0.0,0.0,0.00225096177457641,3.683391994761398E-4,0.0,0.06179913235655234,0.0,0.0,0.0,refactored
4,true,false,1.0,14,120,true,4,0.0,0.0,false,true,true,false,false,0,1.0,0.06179913235655234,0.0056179775280898875,8.185315543914218E-5,4.092657771957109E-5,0.0021281820414176967,3.683391994761398E-4,8.185315543914218E-5,0.0617172792011132,0.0,8.185315543914218E-5,0.0,refactored
0,true,true,0.14705882352941177,10,137,true,2,0.1111111111111111,0.0,true,true,true,true,false,7,1.0,0.06179913235655234,0.0056179775280898875,8.185315543914218E-5,4.092657771957109E-5,0.0021281820414176967,3.683391994761398E-4,8.185315543914218E-5,0.0617172792011132,0.0,8.185315543914218E-5,0.0,refactored
24,true,false,0.972972972972973,36,195,true,2,0.45454545454545453,0.0,false,true,true,false,false,2,1.0,0.08475894245723173,0.033707865168539325,0.006098060080216092,0.0024555946631742652,0.03302774821969387,0.007735123188998936,0.006098060080216092,0.07866088237701563,0.0,0.0,0.006098060080216092,refactored
0,true,true,0.11956521739130435,11,126,true,2,0.125,0.0,true,true,true,true,false,2,1.0,0.10002455594663175,0.0,0.0,0.0,0.020831628059261684,0.004460996971433249,0.0,0.10002455594663175,0.0,0.0,0.0,refactored
0,true,false,0.96,24,209,true,5,0.05,0.05,false,false,false,false,false,4,1.0,0.10002455594663175,0.0056179775280898875,1.2277973315871326E-4,8.185315543914218E-5,0.01915363837275927,0.004706556437750675,8.185315543914218E-5,0.09986084963575345,4.092657771957109E-5,0.0,4.092657771957109E-5,refactored
0,true,false,0.9736842105263158,37,231,true,11,0.037037037037037035,0.0,false,true,true,true,false,7,1.0,0.10002455594663175,0.0056179775280898875,8.185315543914218E-5,0.0,0.015633952688876157,0.0029467135958091183,8.185315543914218E-5,0.0999427027911926,0.0,8.185315543914218E-5,0.0,refactored
7,true,false,0.9285714285714286,13,121,false,5,0.16666666666666666,0.0,false,true,true,false,false,1,1.0,0.10002455594663175,0.0056179775280898875,1.2277973315871326E-4,0.0,0.013464844069738888,0.001800769419661128,1.2277973315871326E-4,0.09990177621347303,0.0,1.2277973315871326E-4,0.0,refactored
0,true,false,1.0,48,259,true,11,0.21875,0.0,false,false,false,false,false,3,1.0,0.014528935090447738,0.0056179775280898875,1.2277973315871326E-4,1.2277973315871326E-4,0.005402308258983384,0.0025374478186134075,1.2277973315871326E-4,0.09953343701399689,3.683391994761398E-4,1.2277973315871326E-4,0.0,refactored
7,true,true,0.46875,60,432,true,24,0.22641509433962265,0.018867924528301886,true,true,true,false,false,7,1.0,0.10002455594663175,0.016853932584269662,2.0463288859785546E-4,8.185315543914218E-5,0.01645248424326758,0.0015961365310632725,2.0463288859785546E-4,0.09981992305803389,0.0,2.0463288859785546E-4,0.0,refactored
0,true,false,0.9565217391304348,22,155,true,4,0.0,0.0,false,true,true,true,false,5,1.0,0.10002455594663175,0.0056179775280898875,4.092657771957109E-5,0.0,0.01690267659818286,0.0015142833756241303,4.092657771957109E-5,0.09998362936891217,0.0,0.0,0.0,refactored
8,true,false,0.7586206896551724,22,241,true,4,0.13333333333333333,0.0,false,true,true,false,false,9,1.0,0.10002455594663175,0.016853932584269662,9.413112875501351E-4,2.0463288859785546E-4,0.009576819186379634,0.002373741507735123,9.413112875501351E-4,0.09908324465908161,0.0,9.413112875501351E-4,0.0,unrefactored
0,false,false,1.0,21,160,true,6,0.13333333333333333,0.0,false,false,false,false,false,0,1.0,5.729720880739953E-4,0.011235955056179775,2.0463288859785546E-4,1.6370631087828436E-4,4.50192354915282E-4,1.6370631087828436E-4,4.092657771957109E-5,0.0030285667512482605,5.729720880739953E-4,4.092657771957109E-5,0.0,unrefactored
0,false,true,0.1,7,91,true,1,0.7142857142857143,0.0,true,false,false,false,false,3,1.0,1.2277973315871326E-4,0.0056179775280898875,8.185315543914218E-5,4.092657771957109E-5,1.2277973315871326E-4,4.092657771957109E-5,0.0,0.08774658263076042,0.004665629860031105,0.0,0.0,unrefactored
0,true,true,0.014749262536873156,15,77,true,2,0.0,0.0,true,true,true,true,false,5,1.0,0.020463288859785544,0.0056179775280898875,4.092657771957109E-5,0.0,4.91118932634853E-4,8.185315543914218E-5,4.092657771957109E-5,0.020422362282065974,0.0,0.0,0.0,unrefactored
11,true,false,1.0,14,122,false,0,0.7692307692307693,0.0,false,true,true,false,false,1,1.0,0.035074077105672424,0.0056179775280898875,4.092657771957109E-5,0.0,0.013423917492019318,0.002742080707211263,4.092657771957109E-5,0.035033150527952854,0.0,4.092657771957109E-5,0.0,unrefactored
6,false,false,1.0,16,200,true,7,0.06666666666666667,0.0,false,false,false,false,false,0,1.0,0.10002455594663175,0.016853932584269662,8.185315543914218E-4,2.0463288859785546E-4,0.04481460260293034,0.008921993942866498,4.91118932634853E-4,0.09896046492592289,5.729720880739953E-4,4.91118932634853E-4,0.0,unrefactored
9,true,true,0.5,12,131,true,1,0.5,0.0,true,true,true,false,false,10,1.0,7.776049766718507E-4,0.0,0.0,0.0,2.0463288859785546E-4,8.185315543914218E-5,0.0,7.776049766718507E-4,0.0,0.0,0.0,unrefactored
1,true,false,1.0,40,433,true,7,0.1935483870967742,0.0,false,true,true,false,false,3,1.0,0.10002455594663175,0.02247191011235955,0.0010231644429892772,6.138986657935663E-4,0.029548989113530325,0.008389948432512073,0.0010231644429892772,0.09900139150364247,0.0,0.0010231644429892772,0.0,unrefactored
60,true,false,0.9411764705882353,16,758,false,0,0.0,0.0,false,true,true,false,false,1,1.0,0.02431038716542523,0.0056179775280898875,2.0463288859785546E-4,0.0,0.0017598428419415568,3.683391994761398E-4,2.0463288859785546E-4,0.02410575427682737,0.0,0.0,0.0,unrefactored
6,true,false,0.4583333333333333,11,89,true,9,0.0,0.0,false,true,true,false,false,1,1.0,0.024637799787181797,0.016853932584269662,2.0463288859785546E-4,0.0,0.007612343455840223,0.0015961365310632725,2.0463288859785546E-4,0.02443316689858394,0.0,2.0463288859785546E-4,0.0,unrefactored
0,true,false,1.0,13,108,true,6,0.0,0.0,false,true,true,true,false,2,1.0,0.10002455594663175,0.033707865168539325,0.0011050175984284195,4.092657771957109E-4,0.01833510681836785,0.00450192354915282,0.0011050175984284195,0.09891953834820333,0.0,0.0011050175984284195,0.0,unrefactored
0,false,false,1.0,7,92,false,1,0.2857142857142857,0.0,false,false,false,false,false,0,1.0,1.2277973315871326E-4,0.0056179775280898875,8.185315543914218E-5,4.092657771957109E-5,1.2277973315871326E-4,4.092657771957109E-5,0.0,0.08774658263076042,0.004665629860031105,0.0,0.0,unrefactored
0,false,true,0.7333333333333333,22,165,true,12,0.0,0.0,true,false,false,false,false,3,0.8533812088569719,8.594581321109928E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.10002455594663175,0.0,0.0,0.0,unrefactored
0,true,false,1.0,29,156,true,9,0.25925925925925924,0.0,false,true,true,true,false,11,0.42857142857142855,0.10002455594663175,0.0056179775280898875,4.50192354915282E-4,0.0,0.008594581321109929,0.0015552099533437014,2.8648604403699765E-4,0.09932880412539903,4.092657771957109E-4,2.8648604403699765E-4,0.0,unrefactored
7,true,false,0.9230769230769231,12,83,true,4,0.0,0.0,false,true,true,false,false,1,1.0,0.08459523614635345,0.0,0.0,0.0,0.020504215437505115,0.003192273062126545,0.0,0.08459523614635345,0.0,0.0,0.0,unrefactored
6,true,false,1.0,21,151,true,3,0.0,0.0,false,true,true,false,false,2,1.0,0.10002455594663175,0.03932584269662921,0.001432430220184988,3.683391994761398E-4,0.019317344683637553,0.00450192354915282,0.001432430220184988,0.09859212572644675,0.0,0.001432430220184988,0.0,unrefactored
0,true,false,1.0,9,76,true,6,0.0,0.0,false,false,false,false,false,0,0.9058171745152355,0.00675288532372923,0.016853932584269662,4.50192354915282E-4,8.185315543914218E-5,0.004051731194237538,0.0010231644429892772,1.6370631087828436E-4,0.04018989932061881,0.0014733567979045591,1.6370631087828436E-4,0.0,unrefactored
0,true,false,1.0,16,92,true,5,0.25,0.0,false,false,false,false,false,0,1.0,0.10002455594663175,0.016853932584269662,0.0015961365310632725,2.455594663174265E-4,0.038061717279201115,0.012277973315871327,0.0,0.09842841941556847,0.0015961365310632725,0.0,0.0,unrefactored
6,true,false,1.0,21,125,true,7,0.17647058823529413,0.0,false,true,true,false,false,2,1.0,0.08377670459196201,0.02247191011235955,5.729720880739953E-4,8.185315543914218E-5,0.03781615781288369,0.008758287631988214,5.729720880739953E-4,0.08320373250388803,0.0,5.729720880739953E-4,0.0,unrefactored
7,true,false,0.9473684210526315,18,119,false,1,0.1111111111111111,0.0,false,true,true,false,false,3,1.0,0.10002455594663175,0.011235955056179775,2.0463288859785546E-4,8.185315543914218E-5,0.02328722272243595,0.005484161414422526,2.0463288859785546E-4,0.09981992305803389,0.0,2.0463288859785546E-4,0.0,unrefactored
0,true,false,0.9795918367346939,96,635,true,34,0.17857142857142858,0.0,false,true,true,true,false,23,1.0,0.042563640828353934,0.016853932584269662,2.455594663174265E-4,0.0,0.005402308258983384,8.594581321109928E-4,8.185315543914218E-5,0.042277154784316935,2.0463288859785546E-4,8.185315543914218E-5,0.0,unrefactored
0,false,false,0.9565217391304348,22,123,true,10,0.0,0.0,false,false,false,false,false,4,1.0,0.0796840468200049,0.011235955056179775,2.8648604403699765E-4,0.0,0.027870999427027913,0.005525087992142097,4.092657771957109E-5,0.07931570762052877,3.274126217565687E-4,4.092657771957109E-5,0.0,unrefactored
0,true,false,1.0,18,197,true,9,0.14285714285714285,0.0,false,true,true,true,false,2,0.9197530864197531,0.003642465417041827,0.0056179775280898875,8.185315543914218E-5,8.185315543914218E-5,3.274126217565687E-4,1.2277973315871326E-4,0.0,0.0999427027911926,8.185315543914218E-5,0.0,0.0,unrefactored
0,true,false,1.0,6,118,false,1,0.0,0.0,false,true,true,true,false,-1,1.0,0.022591470901203243,0.0,0.0,0.0,0.009167553409183925,0.0030285667512482605,0.0,0.022591470901203243,0.0,0.0,0.0,unrefactored
